label,sentences
1,i want to bring up what i am feeling but decide against it scared that i might be introducing baggage that really should not affect her much less add another wrinkle to a relationship is wonderful yet strange but strange in a good way
1,i think this photo sums up feeling a bit scared
1,i feel really scared
1,i feel so scared a href 'http: looveorhatee
1,i feel so scared right now
1,i feel so scared posted by tinaa : at a class 'timestamp link' href 'http: looveorhatee
1,i chose to seal it because i'm still having a very strong feeling to you i scared to chat with you scared to see you scared to do everything that related to us
1,i feel scared and stupid
1,i feel scared fear3 point what too heavy and slow to run that far intimidated anxious wait
1,i am myself feeling scared
1,i also feel scared of losing the vision
1,i can show you how to talk in public with no the signs or symptoms of feeling scared
1,i have learned that feeling scared is a good thing
1,i want to write so many things about this sensitive topic of parenting but somewhere inside i feel scared amp apprehensive as well
1,i am a very outspoken person on human rights and speak when others feel too scared to come forward
1,i basically feel like a scared optimist
1,i think what my brain is trying so hard to say is that there is no reason to feel scared and alone just because the distance has increased between my little family and the familiar
1,i have a feeling that's where we are at yet i am scared that by waiting it out that i am putting her at risk more
1,i feel like i m always dodging flying bacon grease amp i m really scared one day it s going to blind me
1,i am a sandwich and really feeling scared to walk around alone as a result is not something i want my daughters to deal with
1,i feel scared nd sad we
1,i have been feeling scared that they would confront me because i hurt them in the past and they probably feel i am still hurting them now and i am feeling shame about it
1,i used to feel scared of lots of big things that i really want
1,i have been feeling lately towards ken has me scared that i am causing some sort of blasphemous dissension between god and me
1,i tell him how i feel i want to but i'm scared
1,i feel really scared that it will be awkward and we just realise that we re not who we think we are
1,i had done a lot of freaking out this far and was feeling very scared
1,i feel but i am scared to death
1,i am obviously feeling scared at the moment
1,i feel scared
1,i still feel a bit scared of living in the same house with a pet dog and not knowing what it is trying to communicate
1,i thought about the arguments and i went from feeling scared to being annoyed not just at those comments but the discussion on this issue i have seen across the internet
1,i have to admit though i'm also really excited to learn despite feeling scared to death
1,i am now trying to think of this as being neat and intriguing instead of weirdly creepy because i want to go back and spend a few days there again soon and it will be much easier to do so if i'm feeling intrigued instead of scared
1,i was starting to feel scared to face the things at work and my manager
1,i didn't feel scared
1,i got s and really i feel like i hit the lottery i was scared it'd be something like x and i'd be screwed
1,i'd guess maybe i'm wrong that you probably feel scared like lynne did
1,i was scared of my own feelings for ivy now i 39 m scared of committing to her
1,i'm kinda feeling scared about it
1,i always feel scared when this happens so i was immediately thinking of who to call for help
1,i could talk to him and tell him that i feel scared and that my no means no i would feel better
1,i probably won't feel as scared as i feel now because i'll know who he is and he'll know who i am
1,i feel like i am dreading it because i am scared of falling back into my old lifestyle
1,i eh i feel like want to whatsapp him but i'm scared if he tak reply me
1,i feel scared
1,i'm feeling a bit scared to consider putting myself 'out there' by posting my work on a website frequented by professional artists but i decided to suck it up be a big girl and ask for feedback
1,i feel truly scared
1,i feel a little scared yeah right a lot on this new venture but i thought summer would be a perfect time to explore i would really appreciate any feedback comments or advise :
1,i have to tell how proud i feel when i realize what self confidence he has not being scared to do this on his own without any friends or parents present
1,i feel scared about doing something related to studies
1,i did not want to but the feeling of doing this which i never thought would be mine at that age scared me making my body tremble as if with chills
1,i don't know if this is how i expected i would feel but wow i am so scared
1,i remember feeling scared and horrified that i'd left them to get out myself and that's all i recall of that part
1,i was floating up to the ceiling and lost the feeling in my legs and stuff and that scared me more than anything and i said i would not do that again
1,i feel abit scared staying in farms cos travelling wise can be quite mafan
1,i am feeling a little scared
1,i had any more fame i would feel scared
1,i found myself sitting in a waiting room feeling a bit scared and a lot weary
1,i just feel so scared that i'm letting such a stupid fear affect me so much
1,i feel scared
1,i'm feeling a little bit scared
1,i looked in the mirror and was feeling around i started to feel scared and anxious
1,i feel scared at not that i have to work i been working since i was fear7 or what i am going to do i that taking see what comes as it happens approach is best for me so i am not scared of that either
1,i wish i had someone here as i am now feeling quite scared
1,i remember feeling really scared but i knew my mom was there and nothing wrong could happen
1,i feel like a caged lion but i'm too scared to fight my corner
1,i am feeling very scared because in te puawai i have got long poi and i am hitting people cause i don't have enough room and sometimes i hit myself and i have to stop and go again
1,i don t feel scared worried excited nervous or all those things people tell me i should feel or what they think they would feel in my shoes
1,i start to feel scared
1,i feel scared it makes me want to hide
1,i just feel really scared to put myself out there emotionally and let my fear control my actions
1,i feel no reason to be scared
1,i feel scared
1,i feel quite scared
1,i was feeling scared and out of nowhere pulled the covers over my head pulled them back down there is an alien to my left and suddenly i feel frozen or
1,i have told about this to one of my closest friend and well i am feeling somewhat scared to entrust my secret someone else but at the same time i am also feeling better thinking that now i have someone to share my feeling about that someone special
1,i feel oh so scared so frightened of what is to come
1,i feel like so many people are scared of death wich is why they run to religion
1,i didn't feel quite so scared
1,i was feeling really scared and then there was mom
1,i feel about him i never really told him too much guess i was scared but i havent got anything to loose now
1,i just feel very deeply and to me losing my job would be the end of the world on itself hence the breakdown on monday when i got scared for that let alone feeling like i caused it with a misunderstanding
1,i feel so scared to give in
1,i feel scared to give in my feelings and love them back
1,i feel very scared
1,i feel quite scared about my work life balance if i start to work for ken again
1,i fear that my hormonal imbalance revealed too much of my feelings and scared him off
1,i feel so scared i'm normally in control and things go according to plan this is so hard and terrifying for me
1,i don 39 t want to confused my heart anymore and i feel like i am doing that and i am kind of scared of alot of things u know what i mean
1,i feel my dad s hand when we dropped on tower of terror because i was so scared
1,i almost passed out in the shower and jumped out unable to feel scared unable to quite remember how to get a hold of mgo followed by an intense uncontrollable anxiety attack i decided to stop taking medications
1,i'm feeling scared half the time knowing that he is working at a factory
1,i wanna tell you how i feel but i'm scared
1,i feel so scared
1,i'm scared of the crack on the sidewalk scared of the colour of my eyes scared of my own bed scared of my feelings for others scared of words scared of dreams
1,i feel scared
1,i feel scared
1,i don't think i can say that after reading that i'll never feel scared again but it definitely helped me get into the right mindset again
1,i knew it even as i was feeling scared during that conversation
1,i feel like everyone would be scared of touching her as an actor because of how the bones fandom has and still treats her
1,i went there feeling much more scared than i was during all the weekend
